,ID,縣市,土地面積,移轉層次,總樓層數,主要用途,主要建材,建物型態,屋齡,建物面積,車位面積,車位個數,主建物面積,陽台面積,附屬建物面積,經度,緯度,站點級別,與大眾交通最短距,與國小最短距,國小總人數,與國中最短距,國中總人數,與高中最短距,高中總人數,與大學最短距,大學總人數,與atm最短距,與post最短距,與bank最短距,與腳踏車站最短距,與醫療機構最短距,與便利超商最短距,<0.5的超商數量,<0.5公車站數,與政府最短距,縣市_區域,與百貨最短距,與高鐵最短距,人口密度,老化指數,平均收入
9455,PR-3580,5,-0.7683424645634808,9,10,2,4,2,27.83333333333333,-0.3884564874380475,-0.8193256863726953,0.0,-0.133383443013565,-0.2599467573619481,0.0739828278327494,121.25671002447592,24.954017731640864,3.0,2.1,0.07,228.0,2.05,801.0,2.66,689.0,1.63,16529.0,0.07,1.13,0.92,0.04,0.1,0.05,4.0,23.0,6.22,82,7.01,7.83,1868.59,101.89,0.005368094
9456,PR-3581,1,-0.8274650270783863,12,18,2,4,0,12.416666666666666,-0.7165178155805016,0.580265983048758,1.0,-1.06918788076467,-0.713831539496102,0.4070654027575581,121.6638261355622,25.06550123609967,2.0,0.41,0.36,315.0,0.3,373.0,0.3,273.0,9.14,4850.0,0.08,0.38,0.21,0.04,0.05,0.08,12.0,189.0,20.91,69,20.57,14.93,1946.61,147.86,0.005073707
9457,PR-3582,0,0.1074405346410544,2,7,2,4,2,38.25,0.5331028301460083,-0.8193256863726953,0.0,0.6952051900496107,1.574362042616306,-0.1010990384738812,121.54496234723317,25.04046278382256,0.0,0.14,0.3,301.0,0.37,315.0,0.37,148.0,0.97,13621.0,0.08,0.29,0.13,0.14,0.06,0.08,29.0,150.0,1.99,27,0.22,2.95,9126.87,166.1,0.006299707
9458,PR-3583,0,3.077147622915158,2,12,10,4,0,37.833333333333336,-0.4189070135178201,-0.8193256863726953,0.0,-0.3712950307247742,-0.5534361653584687,-0.4384519028208025,121.56256980838974,25.00300287579468,2.0,0.61,0.49,79.0,0.45,198.0,0.45,332.0,0.84,8612.0,0.5,0.6,0.7,0.58,0.56,0.48,1.0,41.0,3.86,28,3.77,6.8,9126.87,166.1,0.006299707
9459,PR-3584,1,0.3025449909402423,17,29,10,4,0,7.666666666666667,2.6600433499067155,1.2213592974084744,2.0,2.2267787166470963,1.8866211220544644,1.803450043788487,121.38012665712844,25.08411255268024,2.0,7.46,0.76,160.0,0.54,205.0,1.21,454.0,1.82,7517.0,0.14,0.24,0.14,0.2,0.04,0.16,8.0,189.0,11.71,66,11.7,11.48,1946.61,147.86,0.005073707
9460,PR-3585,4,-0.0894664388079784,3,7,2,4,2,36.16666666666666,-0.3039993679337732,-0.8193256863726953,0.0,0.3514922541766986,0.2997307183523472,-0.4384519028208025,120.68215401034072,24.16064541519023,4.0,1.86,0.28,128.0,0.44,206.0,0.44,1710.0,0.54,7243.0,0.05,0.43,0.3,0.16,0.15,0.05,17.0,85.0,3.58,1,2.15,8.58,1270.7,111.76,0.005039031
9461,PR-3586,0,-0.2831529149492888,6,15,0,4,0,31.08333333333333,0.1533330614907331,-0.8193256863726953,0.0,0.59279853755085,-0.5568488328933119,0.0440908018779586,121.52416064231991,25.0239168907612,1.0,0.3,0.23,112.0,0.96,777.0,0.44,169.0,0.42,16164.0,0.02,0.06,0.03,0.1,0.02,0.02,18.0,213.0,4.34,20,2.71,2.77,9126.87,166.1,0.006299707
9462,PR-3587,1,-1.6080510872091245,32,37,2,5,0,15.916666666666666,-1.495017114412419,-0.8193256863726953,0.0,-1.6581675782851657,-1.6420771089734696,-0.4384519028208025,121.46351893623238,25.031476291568243,2.0,0.68,0.96,276.0,0.58,466.0,1.14,212.0,1.17,11486.0,0.06,0.65,0.44,0.02,0.25,0.06,16.0,25.0,2.16,65,1.9,1.94,1946.61,147.86,0.005073707
9463,PR-3588,6,0.3326109769996516,7,14,2,4,0,27.83333333333333,0.3044366154337553,0.1260938519119948,1.0,0.4575764936436468,0.5096097717452077,0.4305519945791793,120.3682158058106,22.58684488187394,1.0,2.88,0.74,158.0,0.56,293.0,2.32,78.0,2.66,4798.0,0.23,0.58,0.58,0.29,0.58,0.23,2.0,17.0,6.87,105,11.41,12.78,924.21,161.78,0.004997252
9464,PR-3589,4,-0.5820102583935367,2,15,2,4,0,15.166666666666666,-0.1954116428568488,0.2620365306195974,1.0,-0.2920854652561197,-0.713831539496102,0.4369574287123484,120.61452695088268,24.190150574928484,3.0,7.26,0.52,49.0,0.17,494.0,0.91,447.0,1.53,15867.0,0.12,0.23,0.43,0.05,0.05,0.17,12.0,62.0,4.54,16,4.04,8.66,1270.7,111.76,0.005039031
9465,PR-3590,0,-0.5977762750641782,12,15,2,4,0,5.5,0.3044366154337553,-0.0392000869711126,1.0,-0.0120230730633766,-0.1575667313166502,0.2896324436494525,121.51483079541354,25.06047717090944,2.0,0.36,0.19,173.0,0.29,91.0,0.29,269.0,1.02,3980.0,0.03,0.12,0.3,0.08,0.06,0.05,16.0,192.0,5.61,26,1.3,1.41,9126.87,166.1,0.006299707
9466,PR-3591,0,0.3229975522004801,5,12,2,4,0,25.75,-0.1402559729765065,-0.8193256863726953,0.0,0.1939217971551252,0.0659629922155835,-0.0220986841647913,121.57984465266478,25.08252766898528,2.0,0.55,0.37,224.0,0.43,568.0,0.34,319.0,0.68,541.0,0.09,0.48,0.41,0.14,0.13,0.08,11.0,136.0,5.22,22,5.25,4.22,9126.87,166.1,0.006299707
9467,PR-3592,1,-0.3971681330674643,2,14,2,4,0,14.583333333333334,0.7485546656160962,2.786244905713035,2.0,0.8001578642955782,1.1494849345283196,-0.4384519028208025,121.49204817748355,25.078818220458004,2.0,0.59,0.74,266.0,0.49,317.0,0.65,257.0,6.97,11486.0,0.05,0.27,0.14,0.14,0.05,0.05,20.0,40.0,7.91,58,7.53,4.25,1946.61,147.86,0.005073707
9468,PR-3593,1,-0.5289201199401112,12,22,10,4,0,2.75,-0.3712203406004407,0.4659505486810013,1.0,-0.5164182703155591,-1.0482729579107417,-0.088288170207542,121.5130842257354,24.964586384176936,2.0,1.94,0.37,298.0,0.31,39.0,0.31,60.0,1.36,5903.0,0.19,0.19,0.57,0.14,0.17,0.19,12.0,108.0,7.18,63,7.23,7.41,1946.61,147.86,0.005073707
9469,PR-3594,0,0.2748102603946325,3,4,2,4,1,44.25,-0.634358848987908,-0.8193256863726953,0.0,-0.1608238996223493,0.1444543455169787,-0.4384519028208025,121.50994456380823,25.065296966710896,2.0,0.39,0.29,40.0,0.43,227.0,0.23,252.0,1.21,3980.0,0.13,0.4,0.2,0.11,0.11,0.13,13.0,92.0,6.3,26,1.94,2.05,9126.87,166.1,0.006299707
9470,PR-3595,4,-1.0470116159294682,14,15,4,4,0,16.0,-0.2660798448910375,-0.8193256863726953,0.0,-0.6179762488985842,1.3576576541537584,-0.2590997470920586,120.65530586186306,24.139377313563884,4.0,1.63,0.69,310.0,0.81,369.0,2.08,418.0,1.74,5005.0,0.06,0.32,0.09,0.14,0.07,0.06,9.0,36.0,2.65,15,1.9,4.98,1270.7,111.76,0.005039031
9471,PR-3596,16,1.0382603908208472,3,7,2,4,2,3.4166666666666665,-0.0879729942357653,0.9247570893191596,1.0,-0.2309809433231573,-0.4339928016389545,-0.4384519028208025,120.86563550840592,24.677009656151284,1.0,1.84,0.47,81.0,1.37,292.0,1.21,434.0,3.74,3784.0,0.19,0.71,0.64,7.88,0.61,0.19,3.0,0.0,13.26,94,4.11,8.9,293.98,157.36,0.005120673
9472,PR-3597,4,0.0767977430936949,7,15,10,4,0,2.9166666666666665,-0.071311385626078,0.3361870826419262,1.0,-0.3387625306215767,-0.0330043662948711,-0.1117747620291629,120.71564343091832,24.15595305822584,4.0,1.89,0.44,294.0,0.68,423.0,1.21,339.0,2.13,12442.0,0.14,0.76,0.38,0.08,0.04,0.14,13.0,27.0,7.01,8,5.46,11.19,1270.7,111.76,0.005039031
9473,PR-3598,1,0.2160001341856999,6,28,10,4,0,9.666666666666666,1.5190104292571305,4.054528305928282,3.0,1.5840496711300127,0.7792105069978255,0.0376853677447899,121.37669587890586,24.944237762301533,2.0,2.43,0.35,276.0,0.45,132.0,0.45,220.0,0.6,10236.0,0.13,0.52,0.17,0.11,0.08,0.06,19.0,266.0,11.65,57,12.06,11.72,1946.61,147.86,0.005073707
9474,PR-3599,1,1.3451689775344011,2,13,10,4,0,7.916666666666667,1.4109972424081267,2.066366629829594,2.0,1.2680600831711304,0.4652450937922453,0.1721994845413471,121.3688248403447,25.070734242729348,2.0,6.92,0.24,310.0,0.29,365.0,1.21,454.0,3.1,7517.0,0.08,0.61,0.06,0.21,0.08,0.05,17.0,249.0,11.67,66,11.73,11.46,1946.61,147.86,0.005073707
9475,PR-3600,4,-0.2704151270903864,10,12,10,4,0,5.75,-0.7004307451987349,0.6945814174165147,1.0,-1.009497815357934,-0.459587808150279,-0.0946936043407115,120.61245240875176,24.137188782058534,2.0,3.06,0.65,24.0,0.24,147.0,0.24,1044.0,0.3,10253.0,0.14,0.31,0.43,0.32,0.07,0.05,7.0,78.0,4.45,4,4.47,2.8,1270.7,111.76,0.005039031
9476,PR-3601,1,-1.055134959884768,5,12,2,4,0,28.25,-0.9411622626973132,-0.8193256863726953,0.0,-0.7257578361970033,-0.8230369006110865,-0.1694236692276877,121.46281175146989,25.006723255952885,2.0,0.41,0.4,448.0,0.91,777.0,0.7,741.0,1.54,5614.0,0.08,0.44,0.08,0.15,0.08,0.08,22.0,140.0,0.63,65,1.02,0.82,1946.61,147.86,0.005073707
9477,PR-3602,0,0.5082963152045133,11,11,2,4,0,22.58333333333333,1.9108455006987308,1.0823270123666082,2.0,1.829316432777597,2.7432006733001235,0.3771733768027676,121.5794397791426,25.0512562465028,1.0,0.22,0.05,112.0,0.63,154.0,1.06,160.0,3.39,6137.0,0.1,0.42,0.13,0.11,0.06,0.1,17.0,151.0,2.13,29,2.03,2.77,9126.87,166.1,0.006299707
9478,PR-3603,1,-0.6722803172577583,6,15,10,4,0,6.75,-0.4407394661787889,0.4350544853383642,2.0,-0.7978951190345281,-0.73260121093774,0.8170131872803998,121.37081971977808,25.07814140105002,2.0,7.47,0.49,160.0,0.71,490.0,1.12,454.0,2.72,7517.0,0.08,0.93,0.4,0.2,0.13,0.08,8.0,188.0,11.99,66,12.02,11.77,1946.61,147.86,0.005073707
9479,PR-3604,4,-0.6392582030726037,4,15,2,4,0,25.25,1.110513749205844,-0.8193256863726953,1.0,0.6241994724330666,1.0471049084830215,0.2832270095162832,120.66052249938063,24.1647703441426,4.0,3.99,0.38,73.0,0.48,292.0,0.61,729.0,2.1,21393.0,0.03,0.63,0.14,0.1,0.04,0.03,13.0,67.0,1.42,16,1.05,7.37,1270.7,111.76,0.005039031
9480,PR-3605,0,0.9862517626573288,4,8,2,4,2,27.0,-0.4407394661787889,1.4978790643250748,1.0,-0.3356507262638795,0.0113603116580912,-0.4384519028208025,121.50872359644626,25.127188343917368,2.0,0.75,0.13,71.0,0.95,236.0,1.38,146.0,1.64,5365.0,0.17,0.25,0.84,0.2,0.5,0.12,4.0,34.0,11.43,23,8.74,8.85,9126.87,166.1,0.006299707
9481,PR-3606,1,-0.2547452446677365,3,12,2,4,0,27.33333333333333,0.1883798933938677,-0.8193256863726953,0.0,0.4372083196659928,0.1188593390056542,1.2269609718032417,121.41236917287868,25.15913109356424,1.0,3.5,0.72,104.0,2.44,105.0,3.14,372.0,2.85,5010.0,0.1,2.16,1.65,0.19,0.22,0.1,3.0,80.0,17.19,61,16.98,16.23,1946.61,147.86,0.005073707
9482,PR-3607,0,0.2566408875241981,2,4,7,4,1,48.333333333333336,-0.8291273082528675,-0.8193256863726953,0.0,-0.1809091822947579,-1.6420771089734696,-0.4384519028208025,121.51871679013352,25.074764097535475,2.0,0.4,0.22,109.0,0.15,170.0,0.18,512.0,0.9,3980.0,0.12,0.53,0.22,0.1,0.28,0.12,9.0,67.0,6.19,26,2.89,2.99,9126.87,166.1,0.006299707
9483,PR-3608,1,0.7249108094918479,5,5,2,4,1,33.916666666666664,-0.1098054468967338,-0.8193256863726953,0.0,0.5684698852997632,0.9003602044847615,-0.4384519028208025,121.4271181709172,25.04742077214952,2.0,1.84,0.3,116.0,0.64,460.0,1.18,498.0,0.86,4438.0,0.08,0.69,0.17,0.21,0.15,0.07,8.0,94.0,5.47,70,5.45,5.24,1946.61,147.86,0.005073707
9484,PR-3609,4,-0.901440330908012,17,23,10,4,0,0.4166666666666667,-1.0468772966346365,0.6235204717284495,1.0,-1.3090797076125953,-1.1199389761424503,-0.1331262091397277,120.6352002032687,24.175411558104955,4.0,6.07,0.52,129.0,0.57,222.0,1.41,308.0,1.23,21393.0,0.1,0.29,0.21,0.18,0.15,0.12,6.0,45.0,1.91,16,1.4,7.28,1270.7,111.76,0.005039031
9485,PR-3610,6,-0.2126624776093627,14,15,10,4,0,3.083333333333333,0.0820903212286243,-0.1102610326591776,1.0,-0.3656372046198702,-0.4988334848009764,0.3323353378705819,120.28193945780748,22.72248362068267,3.0,2.58,0.82,114.0,0.53,576.0,1.3,452.0,1.33,5916.0,0.21,1.12,0.32,0.13,0.41,0.2,1.0,24.0,11.75,109,4.71,4.74,924.21,161.78,0.004997252
9486,PR-3611,1,-1.1050526681544668,31,36,2,5,0,13.666666666666666,-0.2580363097001543,0.9077642544807092,1.0,-0.5390495747351746,0.1734620195631464,0.2020915104961373,121.49486203767974,25.05379204221868,2.0,0.72,0.34,48.0,0.36,181.0,0.36,427.0,4.71,11486.0,0.11,0.73,0.52,0.2,0.18,0.13,15.0,7.0,5.54,58,5.14,2.31,1946.61,147.86,0.005073707
9487,PR-3612,6,0.1410394543141593,3,7,2,4,2,29.916666666666668,0.8611641582884623,0.6065276368899993,2.0,1.0123263432294745,2.060667166331471,-0.4384519028208025,120.30535686091044,22.63249748190471,0.0,0.25,0.19,85.0,0.91,174.0,0.86,541.0,1.5,6528.0,0.16,0.22,0.16,0.04,0.08,0.18,20.0,51.0,1.5,108,4.18,6.19,924.21,161.78,0.004997252
9488,PR-3613,1,0.4028370451576005,2,5,2,4,1,42.333333333333336,-0.6228680844295033,-0.8193256863726953,0.0,-0.2635134434263549,0.8798841992757017,-0.4384519028208025,121.62926576343897,25.06974139311656,2.0,1.8,0.2,166.0,1.15,177.0,1.15,114.0,7.79,4850.0,0.09,0.24,0.22,0.09,0.1,0.07,12.0,113.0,17.76,69,17.4,11.58,1946.61,147.86,0.005073707
9489,PR-3614,4,0.921337111700922,10,24,2,4,0,16.333333333333332,2.32681117771298,1.933513557456256,2.0,2.3206986299885006,1.4549186788967914,0.2127672340514198,120.64502667836211,24.159696740032448,4.0,4.06,0.69,137.0,0.97,467.0,1.04,418.0,2.13,21393.0,0.11,0.88,0.11,0.15,0.1,0.29,10.0,71.0,0.31,16,0.65,6.03,1270.7,111.76,0.005039031
9490,PR-3615,5,0.3435702812707072,3,13,2,4,0,15.833333333333334,0.0246364984366007,0.569452360878835,1.0,0.0603971010793933,-1.0858123007940177,0.5650661113757367,121.30401337798752,25.01691025017121,1.0,3.22,0.29,106.0,0.54,119.0,2.61,0.0,3.5,5108.0,0.11,0.56,0.22,0.12,0.08,0.11,14.0,54.0,2.68,87,3.16,9.08,1868.59,101.89,0.005368094
9491,PR-3616,1,-1.0953190755453055,9,15,10,4,0,1.75,-0.6671075279793615,-0.5242682814505125,1.0,-1.0454250111240737,-0.6882365329847776,0.5864175584863014,121.46264424606215,24.99638649917791,2.0,1.05,0.23,279.0,1.03,215.0,0.38,307.0,0.97,4223.0,0.03,0.14,0.29,0.22,0.0,0.03,19.0,70.0,1.76,65,2.11,1.97,1946.61,147.86,0.005073707
9492,PR-3617,1,-0.3104310078169383,3,5,2,4,1,31.33333333333333,-0.6165481639223805,-0.8193256863726953,0.0,-0.1056600950995362,-0.5602615004281553,-0.4384519028208025,121.66227433677513,25.0699950378544,2.0,0.12,0.7,239.0,0.49,373.0,0.49,273.0,9.42,4850.0,0.1,0.18,0.13,0.13,0.01,0.1,19.0,182.0,20.91,69,20.56,14.85,1946.61,147.86,0.005073707
9493,PR-3618,9,0.3076641396458013,6,6,2,4,2,25.75,0.0424471835021281,-0.8193256863726953,0.0,-0.1441333126128827,1.0334542383436487,-0.4384519028208025,121.77758695386756,24.68041961361527,2.0,0.44,0.99,124.0,1.4,473.0,1.58,465.0,7.81,1872.0,0.21,0.41,0.51,29.03,0.03,0.21,3.0,0.0,5.79,52,44.93,44.92,209.49,163.33,0.004321793
9494,PR-3619,1,0.405384602729381,2,5,2,4,1,42.583333333333336,-0.4091398636431761,-0.8193256863726953,0.0,-0.0052336817374921,1.420792003548359,-0.4384519028208025,121.47521963622864,25.002630477678213,2.0,1.11,0.58,223.0,0.51,215.0,0.88,380.0,2.29,11486.0,0.06,0.45,0.3,0.09,0.09,0.07,16.0,58.0,1.48,59,1.56,1.72,1946.61,147.86,0.005073707
9495,PR-3620,4,-0.7190976960297242,6,15,10,4,0,5.5,-0.0138575628340546,0.2882981844608388,1.0,-0.3319731392956921,0.0557249896110536,-0.0178283947426785,120.72269806548276,24.17469283540099,4.0,2.2,0.39,219.0,1.16,18.0,1.16,6.0,1.27,7604.0,0.08,0.2,0.17,0.2,0.18,0.08,8.0,76.0,7.82,2,6.54,12.84,1270.7,111.76,0.005039031
9496,PR-3621,6,-0.990508711672337,5,19,10,4,0,3.25,-0.1609393491816348,-0.8193256863726953,0.0,-0.6456995968126132,-0.519309490010036,0.4604440205339696,120.27702085556729,22.72483648807491,3.0,3.14,0.49,114.0,1.09,576.0,1.67,452.0,1.31,5916.0,0.16,1.66,0.34,0.2,0.94,0.15,4.0,33.0,12.14,109,5.23,5.25,924.21,161.78,0.004997252
9497,PR-3622,1,-1.2129633615251685,5,15,2,4,0,23.75,-1.3674696278141272,-0.8193256863726953,0.0,-1.507386512589477,-0.8281559019133514,-0.0946936043407113,121.51011928820874,24.958881721519795,2.0,2.52,0.49,298.0,1.0,39.0,1.0,60.0,0.67,5903.0,0.06,0.06,0.05,0.25,0.05,0.08,11.0,145.0,7.47,63,7.56,7.71,1946.61,147.86,0.005073707
9498,PR-3623,1,0.5239902311891608,2,5,2,4,2,18.83333333333333,-0.7038779745662562,-0.8193256863726953,0.0,-0.742731314511715,-0.6438718550318152,-0.1822345374940265,121.4641180198988,25.087936277751293,2.0,0.4,0.22,428.0,0.27,575.0,0.97,452.0,4.96,5254.0,0.12,0.36,0.44,0.1,0.19,0.12,17.0,124.0,8.44,73,8.14,6.93,1946.61,147.86,0.005073707
9499,PR-3624,6,-0.8274890606403841,9,11,4,4,0,30.0,-0.0155811775178153,-0.357429539400273,1.0,0.0988703185927398,1.0061528980649026,-0.4384519028208025,120.3158720449736,22.65236503530354,2.0,1.35,0.68,247.0,0.61,182.0,1.09,799.0,0.97,6528.0,0.19,0.52,0.24,0.2,0.06,0.2,5.0,52.0,3.56,99,2.36,4.03,924.21,161.78,0.004997252
9500,PR-3625,1,-0.0656491788680306,13,17,10,4,0,0.75,-0.2425237775463082,-0.2353900891968572,1.0,-0.5195300746732562,-0.6472845225666585,-0.1822345374940265,121.49522922307273,25.00700706027924,2.0,0.56,1.01,509.0,1.04,945.0,1.04,547.0,3.12,3500.0,0.15,0.53,0.46,0.22,0.34,0.13,13.0,11.0,3.11,59,2.92,3.27,1946.61,147.86,0.005073707
9501,PR-3626,12,0.4649397693602493,3,5,2,4,1,40.333333333333336,-0.3568568849024348,-0.8193256863726953,0.0,0.4035442543418146,-0.5329601601494092,-0.4384519028208025,121.69500849128409,25.08133786720485,4.0,0.39,0.21,145.0,0.45,151.0,2.66,480.0,8.32,4008.0,0.12,0.43,0.21,2.09,0.09,0.12,7.0,0.0,7.56,42,13.78,9.4,2723.18,196.12,0.004434616
9502,PR-3627,1,-0.9577509666691596,2,21,0,4,0,14.0,-0.5717341821446025,-0.8193256863726953,0.0,-0.8060989668866387,-0.7940292265649188,-0.4384519028208025,121.49891817621416,25.005414804532503,2.0,0.48,0.67,509.0,0.63,945.0,0.63,547.0,2.82,3500.0,0.04,0.48,0.33,0.09,0.13,0.05,22.0,81.0,3.51,59,3.33,3.67,1946.61,147.86,0.005073707
9503,PR-3628,0,-1.3185187658200728,3,12,0,5,0,16.916666666666668,-1.345062636925238,-0.0561929218095629,1.0,-1.5345440778930155,-0.8912902513079517,-0.1651533798055749,121.55708872533508,25.028771609673992,2.0,0.67,0.14,106.0,0.53,15.0,0.41,89.0,0.59,6137.0,0.01,0.51,0.03,0.06,0.04,0.01,26.0,125.0,1.24,27,1.36,4.58,9126.87,166.1,0.006299707
9504,PR-3629,0,1.3129159373331805,3,6,2,4,2,22.916666666666668,0.1768891288354629,1.18428402139731,1.0,0.1517709926735914,-0.1285590572704825,0.4732548888003088,121.52612711212646,25.03893269992246,1.0,0.62,0.53,278.0,0.84,777.0,0.46,807.0,0.33,7490.0,0.06,0.21,0.1,0.13,0.11,0.06,12.0,108.0,3.87,20,1.47,1.37,9126.87,166.1,0.006299707
9505,PR-3630,0,0.0899921686305578,4,5,2,4,1,39.75,-0.7975277057172547,-0.8193256863726953,0.0,-0.236355878122816,-1.0004956124229365,-0.4384519028208025,121.58066612641638,25.054916833135664,1.0,0.61,0.45,112.0,0.99,154.0,1.37,328.0,3.06,541.0,0.04,0.06,0.44,0.11,0.01,0.12,8.0,152.0,2.52,22,2.43,2.64,9126.87,166.1,0.006299707
9506,PR-3631,4,-0.5441573982467984,17,25,2,5,0,29.75,1.9504886384252265,-0.8193256863726953,1.0,1.6485488887259172,4.20382237821304,0.5650661113757373,120.68530245406602,24.168949861739502,4.0,1.54,0.51,233.0,0.7,441.0,1.14,1710.0,1.52,7243.0,0.15,0.43,0.12,0.07,0.07,0.18,11.0,117.0,3.98,2,2.82,9.42,1270.7,111.76,0.005039031
9507,PR-3632,1,1.1551596363787742,4,5,2,4,1,33.0,-0.3011266767941718,-0.8193256863726953,0.0,0.4425832544656518,-0.2189947469438289,-0.4384519028208025,121.42528985952788,25.04603568005571,2.0,1.81,0.18,116.0,0.87,460.0,1.38,498.0,0.64,4438.0,0.08,0.51,0.09,0.1,0.08,0.08,10.0,95.0,5.49,70,5.49,5.26,1946.61,147.86,0.005073707
9508,PR-3633,1,0.0017889960981581,13,19,10,4,0,0.5,0.6054946468639578,1.9705888334674195,2.0,0.1172582534336776,-0.7070062044264155,1.767152583700527,121.46510019740892,25.03298808107981,2.0,0.78,0.91,293.0,0.57,466.0,1.13,257.0,1.32,11486.0,0.12,0.88,0.63,0.09,0.16,0.12,12.0,18.0,2.33,65,2.04,2.11,1946.61,147.86,0.005073707
9509,PR-3634,1,1.061861348702813,7,9,2,4,2,21.25,0.4032571906360352,1.0653341775281575,1.0,0.3984522108474013,-0.1916934066650828,-0.4384519028208025,121.4252100349194,24.98258568738294,1.0,0.96,0.18,116.0,0.29,332.0,0.29,401.0,3.14,4223.0,0.11,0.58,0.3,0.2,0.21,0.14,9.0,72.0,5.16,67,5.57,5.23,1946.61,147.86,0.005073707
9510,PR-3635,1,-0.3308114683911819,9,13,2,4,0,22.25,0.083239397684465,1.7944812724143897,2.0,0.2983086887906021,0.4635387600248237,-0.4384519028208025,121.45411646518777,25.107115784789887,2.0,2.04,0.89,188.0,2.03,509.0,2.99,452.0,5.63,5254.0,0.07,0.66,0.55,0.23,0.54,0.08,2.0,63.0,10.63,60,10.35,9.12,1946.61,147.86,0.005073707
9511,PR-3636,5,-0.838400297787444,2,15,10,4,0,2.9166666666666665,-0.4470593866859116,0.9618323653303238,1.0,-0.7116132709347436,-0.5483171640562038,0.2405241152951537,121.17563805195329,24.90870428006375,3.0,1.44,0.42,193.0,0.54,234.0,1.23,1282.0,6.8,12128.0,0.08,0.15,0.96,0.34,0.19,0.11,9.0,24.0,15.74,88,16.61,12.2,1868.59,101.89,0.005368094
9512,PR-3637,4,-0.0043876293353093,4,12,2,4,0,16.416666666666668,0.1033482356616733,0.4180616504999139,1.0,0.0046675139460899,-0.6114515134508042,0.2447944047172667,120.64990856649632,24.13049825359239,4.0,1.22,0.54,255.0,0.79,302.0,2.24,1082.0,0.95,7052.0,0.01,1.06,0.63,0.08,0.09,0.01,3.0,41.0,3.51,4,3.02,3.97,1270.7,111.76,0.005039031
9513,PR-3638,1,-1.1091383736941147,14,22,2,4,0,13.0,-0.3488133497115513,-0.8193256863726953,0.0,-0.431833770047246,-0.1217337222007958,-0.0477204206974691,121.4865978275106,25.05920009662018,2.0,0.46,0.33,413.0,0.53,486.0,0.7,427.0,4.76,11486.0,0.01,0.26,0.01,0.22,0.05,0.06,27.0,73.0,5.68,58,5.3,3.3,1946.61,147.86,0.005073707
9514,PR-3639,1,-0.5536746887979784,5,10,2,4,2,24.416666666666668,-0.5343891973297871,-0.8193256863726953,0.0,-0.5809174879114636,-0.0773690442478334,-0.2163968528709298,121.4648514975744,25.080025375751788,2.0,1.05,0.69,204.0,0.78,575.0,1.17,452.0,4.67,5254.0,0.09,0.38,0.39,0.3,0.11,0.09,19.0,108.0,7.56,73,7.26,6.34,1946.61,147.86,0.005073707
9515,PR-3640,1,1.0199948837024209,2,4,2,4,1,43.833333333333336,-0.7601827209024393,-0.8193256863726953,0.0,-0.348097943694668,0.0386616519368374,-0.4384519028208025,121.47621947415506,25.02298579307525,1.0,0.82,0.58,367.0,0.52,310.0,0.52,234.0,1.14,11486.0,0.06,0.2,0.47,0.2,0.23,0.06,17.0,31.0,1.67,65,1.26,1.6,1946.61,147.86,0.005073707
9516,PR-3641,5,0.0858583959669141,3,14,2,4,0,16.583333333333332,0.3613158999978581,0.4242408631684413,1.0,0.1891126449659569,0.2485407053296981,0.6824990704838418,121.29184466637076,25.03722116439544,2.0,4.9,1.06,291.0,2.05,518.0,1.77,429.0,3.64,5108.0,0.04,0.23,0.66,0.08,0.19,0.14,10.0,42.0,5.01,89,5.71,8.3,1868.59,101.89,0.005368094
9517,PR-3642,1,-0.2402770403449833,9,10,10,4,2,6.25,-0.1896662605776464,-0.0608273313109585,1.0,-0.6516403142227623,-0.2872480976406941,1.182122932871055,121.42864163457372,24.98670174883696,1.0,0.63,0.24,256.0,0.76,332.0,0.76,401.0,2.64,4223.0,0.1,0.1,0.28,0.18,0.13,0.05,14.0,64.0,4.61,65,5.01,4.67,1946.61,147.86,0.005073707
9518,PR-3643,0,0.0734330444139846,5,5,2,4,1,39.66666666666666,-0.5671378763212406,-0.8193256863726953,0.0,-0.4683267484238759,0.7894485096023554,1.9038018452081409,121.54270740342226,25.00543300847271,2.0,0.54,0.28,58.0,0.74,55.0,0.84,0.0,0.9,11229.0,0.16,0.41,0.43,0.25,0.28,0.2,4.0,116.0,4.2,28,3.99,5.4,9126.87,166.1,0.006299707
9519,PR-3644,4,2.230036663174153,5,21,10,4,0,5.25,1.600020319393884,2.752259236036134,3.0,1.1302920175167204,0.9310742122983507,0.6974450834612372,120.62700265617308,24.181874721781742,4.0,7.12,0.39,277.0,1.36,243.0,1.59,308.0,1.84,9841.0,0.12,0.87,0.43,0.12,0.13,0.23,4.0,52.0,3.0,16,2.49,7.82,1270.7,111.76,0.005039031
9520,PR-3645,7,-0.2836576197512452,2,15,10,4,0,0.3333333333333333,-0.3970745608568511,0.4829433835194514,1.0,-0.5164182703155591,-0.991963943585828,-0.4384519028208025,120.3045118842378,23.10883020735333,4.0,0.34,1.58,221.0,1.29,219.0,1.29,129.0,5.03,3757.0,0.09,1.88,2.44,0.3,0.97,0.09,3.0,6.0,17.92,35,15.51,20.56,845.48,156.53,0.00456428
